consignee_final,count_or,descr_final,mmyyyy,shipments,container_total,shipments_vrac,weight_total,Sum of ctr_teu,descr_final_eng,hs_sub,hs_head,hs_chpt,biz_company,biz_town,biz_address,biz_phone1,biz_phone2,biz_email,biz_website,biz_cf_email,biz_cf_company,biz_cf_location,biz_cf_phone1,biz_cf_industry_role,biz_cf_other_role
LES ENTREPRISES PLASTECH HAITI SA,USA,GAZ NATUREL,2021-02,4,11,0,184998,0,NATURAL GAS,H5-271111,H5-2711,H5-27,Les Entreprises Plastech Haïti S.A.,Port-au-Prince,"11 A, Rue Paul Moral, Cite Militaire",50928131422,50928131423,sales@plastechhaiti.com,www.plastechhaiti.com,,,,,,
LES ENTREPRISES PLASTECH HAITI SA,USA,"MACHINES,APPAREILS,PARTIES ET ACCESSOIRES MECANIQUES",2021-02,0,0,1,0,0,"MECHANICAL MACHINERY, APPARATUS, PARTS AND ACCESSORIES",H5-848790,H5-8487,H5-84,Les Entreprises Plastech Haïti S.A.,Port-au-Prince,"11 A, Rue Paul Moral, Cite Militaire",50928131422,50928131423,sales@plastechhaiti.com,www.plastechhaiti.com,,,,,,
LES ENTREPRISES PLASTECH HAITI SA,USA,MARCHANDISE GENERALE,2021-02,0,0,1,0,0,GENERAL GOODS,H5-999999,H5-9999,H5-99,Les Entreprises Plastech Haïti S.A.,Port-au-Prince,"11 A, Rue Paul Moral, Cite Militaire",50928131422,50928131423,sales@plastechhaiti.com,www.plastechhaiti.com,,,,,,
LES ENTREPRISES PLASTECH HAITI SA,USA,PIECES D'AUTO,2021-02,1,0,1,125,0,AUTO PARTS,H5-870899,H5-8708,H5-87,Les Entreprises Plastech Haïti S.A.,Port-au-Prince,"11 A, Rue Paul Moral, Cite Militaire",50928131422,50928131423,sales@plastechhaiti.com,www.plastechhaiti.com,,,,,,
LES ENTREPRISES PLASTECH HAITI SA,USA,PIECES ET PARTIES MECANIQUES,2021-02,0,0,2,0,0,PARTS AND MECHANICAL PARTS,H5-999999,H5-9999,H5-99,Les Entreprises Plastech Haïti S.A.,Port-au-Prince,"11 A, Rue Paul Moral, Cite Militaire",50928131422,50928131423,sales@plastechhaiti.com,www.plastechhaiti.com,,,,,,
LES ENTREPRISES PLASTECH HAITI SA,USA,"POLYACETAL, POLYCARBONATE, RESINE, POLYETHER, FORME PRIMAIRE",2021-02,0,0,0,0,0,"POLYACETAL, POLYCARBONATE, RESIN, POLYETHER, PRIMARY FORM",H5-390710,H5-3907,H5-39,Les Entreprises Plastech Haïti S.A.,Port-au-Prince,"11 A, Rue Paul Moral, Cite Militaire",50928131422,50928131423,sales@plastechhaiti.com,www.plastechhaiti.com,,,,,,
LES ENTREPRISES PLASTECH HAITI SA,USA,POLYMERES DE L'ETHYLENE,2021-02,1,4,0,95489,0,ETHYLENE POLYMERS,H5-390190,H5-3901,H5-39,Les Entreprises Plastech Haïti S.A.,Port-au-Prince,"11 A, Rue Paul Moral, Cite Militaire",50928131422,50928131423,sales@plastechhaiti.com,www.plastechhaiti.com,,,,,,
LES ENTREPRISES PLASTECH HAITI SA,USA,POMPE,2021-02,0,0,0,0,0,PUMP,H5-841381,H5-8413,H5-84,Les Entreprises Plastech Haïti S.A.,Port-au-Prince,"11 A, Rue Paul Moral, Cite Militaire",50928131422,50928131423,sales@plastechhaiti.com,www.plastechhaiti.com,,,,,,
LES MOULINS D'HAITI SEM,CHINA,"EMBALLAGE PLASTIQUE, SAC ET SACHET PLASTIQUES",2021-02,2,2,0,53623,0,"PLASTIC PACKAGING, PLASTIC BAG AND BAG",H5-392329,H5-3923,H5-39,Les Moulins d Haïti,Cabaret,"Route Nationale # 1, Laffiteau",50928130111,50928130112,lmh@lmh-ht.com,www.lmh-ht.net,,,,,,
LES MOULINS D'HAITI SEM,RUSSIA,FROMENT DE BLE,2021-02,1,0,1,31709788,0,WHEAT WHEAT,H5-100199,H5-1001,H5-10,Les Moulins d Haïti,Cabaret,"Route Nationale # 1, Laffiteau",50928130111,50928130112,lmh@lmh-ht.com,www.lmh-ht.net,,,,,,
LES MOULINS D'HAITI SEM,USA,DIVERSE MARCHANDISES,2021-02,0,0,0,0,0,GENERAL GOODS,H5-999999,H5-9999,H5-99,Les Moulins d Haïti,Cabaret,"Route Nationale # 1, Laffiteau",50928130111,50928130112,lmh@lmh-ht.com,www.lmh-ht.net,,,,,,
LES MOULINS D'HAITI SEM,USA,PIECES DE TRACTEUR,2021-02,0,0,1,0,0,"PARTS, CAR ACCESSORIES, TRUCK BUS TRUCK TRUCK",H5-870899,H5-8708,H5-87,Les Moulins d Haïti,Cabaret,"Route Nationale # 1, Laffiteau",50928130111,50928130112,lmh@lmh-ht.com,www.lmh-ht.net,,,,,,
LES MOULINS D'HAITI SEM,USA,PIECES ET PARTIES DE MACHINES DES INDUSTRIES ALIMENTAIRES,2021-02,0,0,4,0,0,FOOD INDUSTRY MACHINES AND PARTS,H5-843890,H5-8438,H5-84,Les Moulins d Haïti,Cabaret,"Route Nationale # 1, Laffiteau",50928130111,50928130112,lmh@lmh-ht.com,www.lmh-ht.net,,,,,,
LES PAPIERS D'HAITI,ARGENTINA,PAPIER POUR IMPRESSION ET COPIE,2021-02,1,3,0,75476,2,PAPER FOR PRINTING AND COPYING,H5-480920,H5-4809,H5-48,Les Papiers d'Haïti S.A.,Tabarre,"Angle Rues OECC et Romain, Route de Tabarre, Blvd 15 Octobre",50937616922,50937019947,jaceddy@lespapiersdhaiti.com,n/a,,,,,,
LES PAPIERS D'HAITI,COLOMBIA,PAPIER,2021-02,1,21,0,507863,1,PAPER,H5-480258,H5-4802,H5-48,Les Papiers d'Haïti S.A.,Tabarre,"Angle Rues OECC et Romain, Route de Tabarre, Blvd 15 Octobre",50937616922,50937019947,jaceddy@lespapiersdhaiti.com,n/a,,,,,,
L'ETOILE SA,INDONESIA,HUILE DE PALME,2021-02,1,2,0,51264,0,PALM OIL,H5-151110,H5-1511,H5-15,,,,,,,,letoilesa@yahoo.com,letoilesa@yahoo.com,letoilesa@yahoo.com,letoilesa@yahoo.com,letoilesa@yahoo.com,letoilesa@yahoo.com
L'ETOILE SA,INDONESIA,SAVON MEDICAL,2021-02,2,6,0,136534,4,MEDICAL SOAP,H5-340130,H5-3401,H5-34,,,,,,,,letoilesa@yahoo.com,letoilesa@yahoo.com,letoilesa@yahoo.com,letoilesa@yahoo.com,letoilesa@yahoo.com,letoilesa@yahoo.com
L'ETOILE SA,INDONESIA,SAVONS DE TOILETTE,2021-02,1,5,0,142961,8,TOILET SOAPS,H5-340120,H5-3401,H5-34,,,,,,,,letoilesa@yahoo.com,letoilesa@yahoo.com,letoilesa@yahoo.com,letoilesa@yahoo.com,letoilesa@yahoo.com,letoilesa@yahoo.com
LTD CONSTRUCTION SA,CHINA,BARRES ET PROFILES EN ALUMINIUM,2021-02,1,1,0,24552,4,ALUMINUM BARS AND PROFILES,H5-760429,H5-7604,H5-76,LTD Construction S.A.,Delmas,"3 et 4, Rue Barbancourt, Blvd. Toussaint Louverture",50928131540,50928131541,info@ltdconstruction-haiti.com,www.ltdconstruction-haiti.com,,,,,,
LTD CONSTRUCTION SA,CHINA,"VERRE POUR BATIMENT, CONSTRUCTION, DECORATION, VERRE MOUSSE",2021-02,2,2,0,53800,0,"GLASS FOR BUILDING, CONSTRUCTION, DECORATION, FOAM GLASS ...",H5-701690,H5-7016,H5-70,LTD Construction S.A.,Delmas,"3 et 4, Rue Barbancourt, Blvd. Toussaint Louverture",50928131540,50928131541,info@ltdconstruction-haiti.com,www.ltdconstruction-haiti.com,,,,,,
MAISON APOLLON,USA,PREPARATIONS ET ARTICLES PHARMACEUTIQUES,2021-02,1,0,1,192,4,PHARMACEUTICAL PREPARATIONS AND ARTICLES,H5-300490,H5-3004,H5-30,Maison Apollon,Port-au-Prince,"9, Rue St-Cyr",50928131144,50928131244,masa@maisonapollon.com,n/a,,,,,,
MAISON ROGER DURET,USA,EFFETS PERSONNELS,2021-02,0,0,1,0,6,PERSONAL EFFECTS,H5-999999,H5-9999,H5-99,Maison Roger Duret,Port-au-Prince,"22, Ruelle Carlstroëm, Bois-Verna",50936745577,50929457697,genenieverenier@yahoo.com,n/a,,,,,,
MAISON ROGER DURET,USA,MEDICAMENT SOUS FORME DE DOSE (OU NON) OU POUR VENTE DETAIL,2021-02,1,0,1,779,4,DRUG IN DOSE FORM (OR NOT) OR FOR RETAIL SALE,H5-300490,H5-3004,H5-30,Maison Roger Duret,Port-au-Prince,"22, Ruelle Carlstroëm, Bois-Verna",50936745577,50929457697,genenieverenier@yahoo.com,n/a,,,,,,
MAPA AUTO PARTS,USA,PIECES D'AUTO,2021-02,0,0,0,0,2,AUTO PARTS,H5-870899,H5-8708,H5-87,Mapa Auto Parts,Delmas,"Angle Autoroute de Delmas et Delmas 60, local Tirezone",50928188888,n/a,mapa-auto-parts@hotmail.com,n/a,,,,,,
MATELEC SA,PANAMA,DIVERSE MARCHANDISES,2021-02,1,1,0,6938,1,GENERAL GOODS,H5-999999,H5-9999,H5-99,Matelec S.A.,Petion-Ville,"75, Rue Rebecca",50948753087,50948753103,matelec@matelechaiti.com,www.matelechaiti.com,,,,,,
MATELEC SA,USA,MATERIEL DE CONSTRUCTION,2021-02,1,1,0,10006,66,CONSTRUCTION MATERIALS,H5-999999,H5-9999,H5-99,Matelec S.A.,Petion-Ville,"75, Rue Rebecca",50948753087,50948753103,matelec@matelechaiti.com,www.matelechaiti.com,,,,,,
MATELEC SA,USA,"PARTIES, PIECES DE RECHANGE POUR MOTEUR",2021-02,0,0,1,0,4,"PARTS, SPARE PARTS FOR ENGINES",H5-841290,H5-8412,H5-84,Matelec S.A.,Petion-Ville,"75, Rue Rebecca",50948753087,50948753103,matelec@matelechaiti.com,www.matelechaiti.com,,,,,,
MBI HAITI SA,CHINA,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,2021-02,1,3,0,60281,14,FABRICS AND FABRICS FOR THE TEXTILE INDUSTRY,H5-560311,H5-5603,H5-56,MBI Haiti S.A.,Delmas,"Bldg 11,17,52,53 Parc Industriel Sonapi, Blvd Toussaint Louverture",50948827488,n/a,n/a,n/a,,,,,,
MBI HAITI SA,USA,CONSOLIDATION,2021-02,1,0,1,181,4,CONSOLIDATION,H5-999999,H5-9999,H5-99,MBI Haiti S.A.,Delmas,"Bldg 11,17,52,53 Parc Industriel Sonapi, Blvd Toussaint Louverture",50948827488,n/a,n/a,n/a,,,,,,
MBI HAITI SA,USA,DIVERSE MARCHANDISES,2021-02,1,1,0,6429,3,GENERAL GOODS,H5-999999,H5-9999,H5-99,MBI Haiti S.A.,Delmas,"Bldg 11,17,52,53 Parc Industriel Sonapi, Blvd Toussaint Louverture",50948827488,n/a,n/a,n/a,,,,,,
MBI HAITI SA,USA,"ETIQUETTE,ECUSSON ET ARTICLE SIMILAIRE EN PIECE NON BRODE",2021-02,1,0,1,104,2,"LABEL, PATCH AND SIMILAR ITEM IN PART ... NOT EMBROIDERED",H5-581099,H5-5810,H5-58,MBI Haiti S.A.,Delmas,"Bldg 11,17,52,53 Parc Industriel Sonapi, Blvd Toussaint Louverture",50948827488,n/a,n/a,n/a,,,,,,
MBI HAITI SA,USA,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,2021-02,1,1,0,1260,1,FABRICS AND FABRICS FOR THE TEXTILE INDUSTRY,H5-560311,H5-5603,H5-56,MBI Haiti S.A.,Delmas,"Bldg 11,17,52,53 Parc Industriel Sonapi, Blvd Toussaint Louverture",50948827488,n/a,n/a,n/a,,,,,,
MEDECINS SANS FRONTIERES,BELGIUM,AIDES MEDICALES,2021-02,1,1,0,6625,4.5,MEDICAL AIDS,H5-300650,H5-3006,H5-30,Medecins Sans Frontières Belgique,Petion-Ville,"Rue Dr Noel, Peguy-Ville",50936264661,50931702834,n/a,n/a,,,,,,
MEDECINS SANS FRONTIERES,FRANCE,AIDES HUMANITAIRES DIVERSES,2021-02,1,2,0,14893,2,MISCELLANEOUS HUMANITARIAN AIDS,H5-999999,H5-9999,H5-99,Medecins Sans Frontières Belgique,Petion-Ville,"Rue Dr Noel, Peguy-Ville",50936264661,50931702834,n/a,n/a,,,,,,
MEDECINS SANS FRONTIERES,FRANCE,AIDES MEDICALES,2021-02,1,1,0,2382,26,MEDICAL AIDS,H5-300650,H5-3006,H5-30,Medecins Sans Frontières Belgique,Petion-Ville,"Rue Dr Noel, Peguy-Ville",50936264661,50931702834,n/a,n/a,,,,,,
MICROLAB,USA,REACTIF DE DIAGNOSTIC OU DE LABORATOIRE,2021-02,0,0,1,0,38,DIAGNOSTIC OR LABORATORY REAGENT,H5-382200,H5-3822,H5-38,Microlab,Port-au-Prince,"25, Ruelle Berne, (Centre de Consultation)",50922270703,n/a,microlabjnc@yahoo.com,n/a,,,,,,
MIMA SA,GUATEMALA,"HUILES LUBRIFIANTES, DE PETROLE POUR MOTEUR",2021-02,6,14,0,286919,2,"LUBRICATING OILS, ENGINE OIL",H5-271012,H5-2710,H5-27,Mima S.A. / BPLT S.A. (Extrema),Port-au-Prince,"331, Ave. Magloire Ambroise, Carrefour-Feuilles",50929498922,50928109999,sales@mima-sa.com,www.mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com
MIMA SA,CHINA,ACIDES CARBOXYLIQUES AVEC FONCTIONS SUP. ET LEURS DERIVES,2021-02,1,3,0,75600,34,CARBOXYLIC ACIDS WITH SUPPLEMENTARY FUNCTIONS. AND THEIR DERIVATIVES,H5-291899,H5-2918,H5-29,Mima S.A. / BPLT S.A. (Extrema),Port-au-Prince,"331, Ave. Magloire Ambroise, Carrefour-Feuilles",50929498922,50928109999,sales@mima-sa.com,www.mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com
MIMA SA,CHINA,EDULCORANT,2021-02,1,1,0,17684,2,SWEETENER,H5-210690,H5-2106,H5-21,Mima S.A. / BPLT S.A. (Extrema),Port-au-Prince,"331, Ave. Magloire Ambroise, Carrefour-Feuilles",50929498922,50928109999,sales@mima-sa.com,www.mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com
MIMA SA,CHINA,PNEUMATIQUES NEUFS,2021-02,1,5,0,74436,2,NEW TIRES,H5-401110,H5-4011,H5-40,Mima S.A. / BPLT S.A. (Extrema),Port-au-Prince,"331, Ave. Magloire Ambroise, Carrefour-Feuilles",50929498922,50928109999,sales@mima-sa.com,www.mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com
MIMA SA,INDIA,"DESINFECTANTS, DETERGENT",2021-02,3,10,0,248938,4,"DISINFECTANTS, DETERGENT",H5-340130,H5-3401,H5-34,Mima S.A. / BPLT S.A. (Extrema),Port-au-Prince,"331, Ave. Magloire Ambroise, Carrefour-Feuilles",50929498922,50928109999,sales@mima-sa.com,www.mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com
MIMA SA,USA,"HUILES LUBRIFIANTES, DE PETROLE POUR MOTEUR",2021-02,6,6,0,139332,10,"LUBRICATING OILS, ENGINE OIL",H5-271012,H5-2710,H5-27,Mima S.A. / BPLT S.A. (Extrema),Port-au-Prince,"331, Ave. Magloire Ambroise, Carrefour-Feuilles",50929498922,50928109999,sales@mima-sa.com,www.mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com,jeanraphael@mima-sa.com
MINISTERE DE LA SANTE PUBLIQUE (MSPP),USA,AIDES MEDICALES,2021-02,2,0,2,998,5,MEDICAL AIDS,H5-300650,H5-3006,H5-30,Ministère de la Sante Publique et de La Population (MSPP),Fort-Liberte,A l'entree de la ville,50942008110,n/a,n/a,n/a,,,,,,
MINISTERE DE LA SANTE PUBLIQUE (MSPP),USA,"ANTISERUMS HUMAINS,VACCINS,SERUM",2021-02,2,0,2,2729,9,"HUMAN ANTISERUMS, VACCINES, SERUM",H5-300220,H5-3002,H5-30,Ministère de la Sante Publique et de La Population (MSPP),Fort-Liberte,A l'entree de la ville,50942008110,n/a,n/a,n/a,,,,,,
MINISTERE DE LA SANTE PUBLIQUE (MSPP),USA,MATERIEL POUR MEDECINE ET LABORATOIRE,2021-02,2,0,2,267,6,MATERIALS FOR MEDICINE AND LABORATORY,H5-901890,H5-9018,H5-90,Ministère de la Sante Publique et de La Population (MSPP),Fort-Liberte,A l'entree de la ville,50942008110,n/a,n/a,n/a,,,,,,
MINISTERE DE LA SANTE PUBLIQUE (MSPP),USA,PREPARATIONS ET ARTICLES PHARMACEUTIQUES,2021-02,1,0,1,317,4,PHARMACEUTICAL PREPARATIONS AND ARTICLES,H5-300490,H5-3004,H5-30,Ministère de la Sante Publique et de La Population (MSPP),Fort-Liberte,A l'entree de la ville,50942008110,n/a,n/a,n/a,,,,,,
MINISTERE DE L'ECONOMIE ET DES FINANCES,USA,PLAQUES D'IMMATRICULATION,2021-02,1,1,0,4309,2,LICENSE PLATES,H5-831000,H5-8310,H5-83,Ministère de l economie et des Finances (MEF),Hinche,Rue Capois La Mort,50922100872,n/a,n/a,n/a,,,,,,
MME JACQUES GUILLIOD,CHINA,EFFETS PERSONNELS,2021-02,1,1,0,13971,3,PERSONAL EFFECTS,H5-999999,H5-9999,H5-99,Mme Jacques Guilliod,Delmas,"1, Rue Serin, Delmas 71 (Complexe Lafayette)",50922288140,n/a,jacquesguillod@yahoo.fr,n/a,,,,,,
MR CHACHA SA,CHINA,ARTICLE DE FRIPERIE,2021-02,3,3,0,84000,2,Used Clothing,H5-630900,H5-6309,H5-63,Kay Mr Chacha,Tabarre,"3, Tabarre 41, Route Vorbes et Fils",50941220487,50944914141,kaymrchacha@gmail.com,n/a,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com
MR CHACHA SA,CHINA,CHAUSSURES USAGEES,2021-02,3,3,0,72375,4,USED SHOES,H5-630900,H5-6309,H5-63,Kay Mr Chacha,Tabarre,"3, Tabarre 41, Route Vorbes et Fils",50941220487,50944914141,kaymrchacha@gmail.com,n/a,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com
MR CHACHA SA,EL SALVADOR,ARTICLE DE FRIPERIE,2021-02,1,1,0,15464,2,Used Clothing,H5-630900,H5-6309,H5-63,Kay Mr Chacha,Tabarre,"3, Tabarre 41, Route Vorbes et Fils",50941220487,50944914141,kaymrchacha@gmail.com,n/a,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com
MR CHACHA SA,HONDURAS,ARTICLE DE FRIPERIE,2021-02,2,2,0,30927,2,Used Clothing,H5-630900,H5-6309,H5-63,Kay Mr Chacha,Tabarre,"3, Tabarre 41, Route Vorbes et Fils",50941220487,50944914141,kaymrchacha@gmail.com,n/a,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com
MR CHACHA SA,USA,DIVERSE MARCHANDISES,2021-02,1,1,0,5670,4,GENERAL GOODS,H5-999999,H5-9999,H5-99,Kay Mr Chacha,Tabarre,"3, Tabarre 41, Route Vorbes et Fils",50941220487,50944914141,kaymrchacha@gmail.com,n/a,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com,sacha@mrchacha.com
MSC TRADING SA,BRAZIL,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",2021-02,5,38,0,1020402,10,"TILE, COVERED SLAB, CERAMIC, MOSAIC, PORCELAIN",H5-690100,H5-6901,H5-69,MSC Trading,Port-au-Prince,"Drouillard, Sarthe, Route Nationale # 1",50934621111,50934991616,msctrading_depot@yahoo.com,n/a,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com
MSC TRADING SA,BRAZIL,PORTE,2021-02,1,1,0,22649,8,DOOR,H5-441820,H5-4418,H5-44,MSC Trading,Port-au-Prince,"Drouillard, Sarthe, Route Nationale # 1",50934621111,50934991616,msctrading_depot@yahoo.com,n/a,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com
MSC TRADING SA,CANADA,MATERIEL DE CONSTRUCTION,2021-02,1,1,0,15260,4,CONSTRUCTION MATERIALS,H5-999999,H5-9999,H5-99,MSC Trading,Port-au-Prince,"Drouillard, Sarthe, Route Nationale # 1",50934621111,50934991616,msctrading_depot@yahoo.com,n/a,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com
MSC TRADING SA,CHINA,"BOIS CONTRE-PLAQUES,PLAQUES,STRATIFIES SIMILAIRES",2021-02,1,7,0,196000,2,"TIMBER, PLATES, SIMILAR LAMINATES",H5-441234,H5-4412,H5-44,MSC Trading,Port-au-Prince,"Drouillard, Sarthe, Route Nationale # 1",50934621111,50934991616,msctrading_depot@yahoo.com,n/a,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com
MSC TRADING SA,CHINA,"CLOU,PUNAISEAVEC OU SANS TETE",2021-02,1,3,0,83802,9,"NAIL, PUNISH ... WITH OR WITHOUT HEAD",H5-731700,H5-7317,H5-73,MSC Trading,Port-au-Prince,"Drouillard, Sarthe, Route Nationale # 1",50934621111,50934991616,msctrading_depot@yahoo.com,n/a,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com
MSC TRADING SA,CHINA,CONGELATEURS,2021-02,1,4,0,22818,10,FREEZERS,H5-841840,H5-8418,H5-84,MSC Trading,Port-au-Prince,"Drouillard, Sarthe, Route Nationale # 1",50934621111,50934991616,msctrading_depot@yahoo.com,n/a,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com
MSC TRADING SA,CHINA,"EMBALLAGE PLASTIQUE, SAC ET SACHET PLASTIQUES",2021-02,1,1,0,14532,10,"PLASTIC PACKAGING, PLASTIC BAG AND BAG",H5-392329,H5-3923,H5-39,MSC Trading,Port-au-Prince,"Drouillard, Sarthe, Route Nationale # 1",50934621111,50934991616,msctrading_depot@yahoo.com,n/a,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com
MSC TRADING SA,CHINA,"FEUILLE, BANDE ET TOLE EN ACIER OU AUTRE MATIERE",2021-02,2,10,0,266800,2,"SHEET, STRIP AND SHEET OF STEEL OR OTHER MATERIAL",H5-722599,H5-7225,H5-72,MSC Trading,Port-au-Prince,"Drouillard, Sarthe, Route Nationale # 1",50934621111,50934991616,msctrading_depot@yahoo.com,n/a,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com
MSC TRADING SA,CHINA,FOUR MENAGER,2021-02,1,1,0,5720,2,HOUSEHOLD OVEN,H5-732111,H5-7321,H5-73,MSC Trading,Port-au-Prince,"Drouillard, Sarthe, Route Nationale # 1",50934621111,50934991616,msctrading_depot@yahoo.com,n/a,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com
MSC TRADING SA,CHINA,"GROUPE ELECTROGENE,CONVERTISSEUR ROTATIF",2021-02,1,1,0,23040,10,"GENERATOR, ROTARY CONVERTER",H5-850240,H5-8502,H5-85,MSC Trading,Port-au-Prince,"Drouillard, Sarthe, Route Nationale # 1",50934621111,50934991616,msctrading_depot@yahoo.com,n/a,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com
MSC TRADING SA,CHINA,"HAUT PARLEUR, AMPLIFICATEUR, MICRO",2021-02,1,1,0,10464,12,"SPEAKER, AMPLIFIER, MIC ...",H5-851890,H5-8518,H5-85,MSC Trading,Port-au-Prince,"Drouillard, Sarthe, Route Nationale # 1",50934621111,50934991616,msctrading_depot@yahoo.com,n/a,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com
MSC TRADING SA,CHINA,MARCHANDISE GENERALE,2021-02,5,5,0,66183,4,GENERAL GOODS,H5-999999,H5-9999,H5-99,MSC Trading,Port-au-Prince,"Drouillard, Sarthe, Route Nationale # 1",50934621111,50934991616,msctrading_depot@yahoo.com,n/a,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com
MSC TRADING SA,CHINA,MATERIEL DE CONSTRUCTION,2021-02,1,1,0,18920,4,CONSTRUCTION MATERIALS,H5-999999,H5-9999,H5-99,MSC Trading,Port-au-Prince,"Drouillard, Sarthe, Route Nationale # 1",50934621111,50934991616,msctrading_depot@yahoo.com,n/a,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com
MSC TRADING SA,CHINA,"OUTIL DE TOUT TYPE, OUTIL INTERCHANGEABLE, COFFRE A OUTIL",2021-02,4,4,0,83226,4,"ALL TOOLS, INTERCHANGEABLE TOOLS, TOOL BOXES",H5-820420,H5-8204,H5-82,MSC Trading,Port-au-Prince,"Drouillard, Sarthe, Route Nationale # 1",50934621111,50934991616,msctrading_depot@yahoo.com,n/a,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com
MSC TRADING SA,CHINA,PANNEAU SOLAIRE,2021-02,2,2,0,29370,0,SOLAR PANEL,H5-854140,H5-8541,H5-85,MSC Trading,Port-au-Prince,"Drouillard, Sarthe, Route Nationale # 1",50934621111,50934991616,msctrading_depot@yahoo.com,n/a,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com
MSC TRADING SA,CHINA,"PARTIES EVIER, LAVABO.BAGNOIRE, DOUCHE",2021-02,1,1,0,23460,0,"SINK, WASHBASIN, BATH, SHOWER PARTS",H5-691090,H5-6910,H5-69,MSC Trading,Port-au-Prince,"Drouillard, Sarthe, Route Nationale # 1",50934621111,50934991616,msctrading_depot@yahoo.com,n/a,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com
MSC TRADING SA,CHINA,"PLANCHES, TOLES METALLIQUES",2021-02,1,1,0,26500,4,"BOARDS, METAL SHEETS",H5-721090,H5-7210,H5-72,MSC Trading,Port-au-Prince,"Drouillard, Sarthe, Route Nationale # 1",50934621111,50934991616,msctrading_depot@yahoo.com,n/a,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com,msctrading@aol.com
