index,cnt_size_final,cnt_type,cnt_teu,consolidated,short_shipped,shipper,consignee,notify,number_of_packages,package_type,descr,new_descr,port_origin,port_tss,port_dest,count_origin,count_tss,count_dest,r1_origin,r1_tss,r1_dest,r2_origin,r2_tss,r2_dest,loc_code,date_of_arrival,voyage,vessel,carrier,mode,id,shipments,container_total,shipments_vrac,weight_total,date2,country,TEU,transcountry,CTN,bol_ref
01909,40GP,DRY,2,1,,ALLIANCE INTERNATIONAL SHIPPING LLC ,FLORVIL FRESNEL BULLY ,SAME AS ABOVE ,2, SACHET,2 PCS STC 1 LOT OF PERSONAL EFFECTS 1 VEHICLE MAKE: 2002 HONDA 0.00 SMLU794885,EFFETS PERSONNELS,MIAMI - FL,MIAMI - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,1020,44189,171S,VANQUISH,SEABOARD MARINE,SEA,SBD_12-24-2020_SYD-21-1-SMLU7948854,1,1,0,11355,44166,USA,2,USA,SMLU7948854,6340924A
01899,40GP,DRY,2,1,,R R DONNELLEY ,UNIBANK S.A. ,.NOT AVAILABLE. ,3, PIECE,STC: PRINTER MATTERS USD 0.00 AS ADDRESSED,"IMPRIME,IMAGE,GRAVURE,PHOTOGRAPHIE,CATALOGUE",MIAMI - FL,MIAMI - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,CPS,44189,011S,BELEN,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_12-24-2020_SYD-35-1-FCIU8938004,1,1,0,1653,44166,USA,2,USA,FCIU8938004,1030131535
01889,40HC,DRY,2,,,GF TRANSPORTES & REP LTDA ,ACIERIE D'HAITI S.A. ,ACIERIE D'HAITI S.A. ,57, PIECE,"03X40HC SAID TO CONTAIN 57 BUNDLES WITH 152,710 M3 OF PINE PLYWOOD FALLDOWN 2440 X1220 X 12MM INVOICE: 388088 PO: 4179/20 USD 0.00 MADE IN BRAZIL -  PO 4179/20",BOIS DE CHARPENTE,NAVEGANTES,KINGSTON,LAFITO,BRAZIL,JAMAICA,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-109-1-APHU7356113,1,1,0,80172,44166,Brazil,2,Jamaica,APHU7356113,SSZ0855991
01879,40HC,DRY,2,,,SINCOL FOR ACCOUNT OF IBI ,ISLAND DISTRIBUTION S.A. ,ISLAND DISTRIBUTION S.A. ,,,05 X 40 HC CONTAINING 622 PACKAGES WITH DOORS - FINISHED PRODUCTS FSC 100% SCS-COC-005973 VAT:000- 565-689-9 THE WOOD USD 0.00 IBI 32926 HAITI,PORTE EN BOIS ET ACCESSOIRES,ITAJAI,KINGSTON,LAFITO,BRAZIL,JAMAICA,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-101-1-TCNU5955359,1,1,0,0,44166,Brazil,0,Jamaica,TCNU5955359,SSZ0849860
01869,40HC,DRY,2,,,PIERRE JULNOR ,DEINA CASIMIR ,DEINA CASIMIR ,412, PIECE,"1 x 40HC CONTAINER CONTAINING 412 HOUSE HOLD GOODS , PERSONAL EFFECTS FREGIHT PREPAID:PIERRE JULNOR ORIGINAL BL VAS DETAILS: USD 0.00 N/M",EFFETS PERSONNELS,PHILIPSBURG,KINGSTON,LAFITO,NETHERLANDS ANTILLES,JAMAICA,HAITI,CARIBBEAN,CARIBBEAN,CARIBBEAN,CARIBBEAN,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-68-1-APHU6912732,1,1,0,3877,44166,Netherlands Antilles,2,Jamaica,APHU6912732,PHG0111189
01859,20GP,DRY,1,,,LIGHTHOUSE LOGISTICA LTDA ,ADEKO ENTERPRISES S.A ,ADEKO ENTERPRISES S.A ,,,12 (TWELVE) 20 CONTAINERS CONTAINING 192 PACKAGES WITH 9.216 CARTONS OF CERAMIC TILES NCM: 6907.22.00 RUC: USD 0.00 N/M,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",SANTOS,KINGSTON,LAFITO,BRAZIL,JAMAICA,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-95-1-SEGU2286401,1,1,0,0,44166,Brazil,0,Jamaica,SEGU2286401,SSZ0836539
01849,20GP,DRY,1,,,CERAMICA CRISTOFOLETTI LTDA ,MSC TRADING SA ,SAME AS CONSIGNEE ,,,15 CONTAINERS 20 DRY WITH 13.196 CARTON BOXES ON 213 PALLETS CONTAINING: GOODS CERAMIC FLOOR TILE FIRST QUALITY. INVOICE. USD 0.00 BRASIL/ CRISTOFOLETTI/ HAITI / MSC TRADING SA -001/213,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",SANTOS,KINGSTON,LAFITO,BRAZIL,JAMAICA,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-108-1-CMAU0196536,1,1,0,0,44166,Brazil,0,Jamaica,CMAU0196536,SSZ0855515
01839,20GP,DRY,1,,,CERAMICA CRISTOFOLETTI LTDA ,MSC TRADING SA ,SAME AS CONSIGNEE ,,,15 CONTAINERS 20 DRY WITH 13.196 CARTON BOXES ON 213 PALLETS CONTAINING: GOODS CERAMIC FLOOR TILE FIRST QUALITY. INVOICE. USD 0.00 BRASIL/ CRISTOFOLETTI/ HAITI / MSC TRADING SA -001/213,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",SANTOS,KINGSTON,LAFITO,BRAZIL,JAMAICA,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-108-1-TRHU2340360,1,1,0,0,44166,Brazil,0,Jamaica,TRHU2340360,SSZ0855515
01829,40RF,reefer,2,,,SOUTH FLORIDA FOODS INTERNATIONAL ,FB STORE ,FB STORE ,3468, CARTON,"1734 CASES  S.T.C:  FROZEN FOODSTUFF  NET WEIGHT: 57,343.38 LBS  GROSS WEIGHT: 60,811.38 LBS 0.00 .",ALIMENTS CONGELES,MIAMI - FL,MIAMI - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,1020,44189,171S,VANQUISH,SEABOARD MARINE,SEA,SBD_12-24-2020_SYD-10-1-BMOU9294340,1,1,0,55168,44166,USA,2,USA,BMOU9294340,6392415A
01819,VRAC,VRAC,0,,,MARC BELIARD ,RUBENS LEON ,.NOT AVAILABLE. ,1, PIECE,2007 SUZUKI GRAND VITARA VIN# JS3TD941374202828 USD 0.00 AS ADDRESSED,VOITURE D'OCCASION,MIAMI - FL,MIAMI - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,1005,44189,011S,BELEN,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_12-24-2020_SYD-0-1-VRAC,1,0,1,1452,44166,USA,0,USA,VRAC,1030131480
01809,20GP,DRY,1,,,GIORGIO GORI S.R.L. AS AGENT ,RIVIERE AGRO-ALIMENTAIRE S.A. ,RIVIERE AGRO-ALIMENTAIRE S.A. ,819, CARTON,220 WINE KGM 3680 / PO 21LM300234 SPERONE GIACOMO S.P.A. 200 WINE KGM 3118 / PO 21LM300234 BOSCA S.P.A. 224 WINE KGM 3306 / PO USD 0.00 GLDU3634530,"VERMOUTH, VINS DE RAISINS FRAIS, VINS ENRICHIS D'ALCOOL",LIVORNO,KINGSTON,LAFITO,ITALY,JAMAICA,HAITI,EUROPE,CARIBBEAN,CARIBBEAN,SOUTHERN EUROPE,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-21-1-GLDU3634530,1,1,0,11518,44166,Italy,1,Jamaica,GLDU3634530,GEN1190350
01799,20GP,DRY,1,,,C.I. DE AZUCARES Y MIELES S.A. ,CASSIS FRERES SA ,CASSIS FRERES SA ,,,25 MT RAW SUGAR 800-1200 UI   MARKS: CALIMEÃ‘A FREIGHT PREPAID SAE: 6027668983437 NOV 25 DE 2020 ENTREGA: 9064821 USD 0.00 N/M,SUCRES,BUENAVENTURA,KINGSTON,LAFITO,COLOMBIA,JAMAICA,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-5-1-SGRU2132152,1,1,0,0,44166,Colombia,0,Jamaica,SGRU2132152,BGA0276213
01789,20GP,DRY,1,,,C.I. DE AZUCARES Y MIELES S.A. ,CASSIS FRERES SA ,CASSIS FRERES SA ,,,25 MT RAW SUGAR 800-1200 UI   MARKS: CALIMEÃ‘A FREIGHT PREPAID SAE: 6027668983437 NOV 25 DE 2020 ENTREGA: 9064821 USD 0.00 N/M,SUCRES,BUENAVENTURA,KINGSTON,LAFITO,COLOMBIA,JAMAICA,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-5-1-TLLU2768946,1,1,0,0,44166,Colombia,0,Jamaica,TLLU2768946,BGA0276213
01779,40GP,DRY,2,,,AMCOR RIGID PLASTICS CARIBBEAN LTD ,TROPIC SA ,TROPIC SA ,126, CARTON,42 BOXES STC: 12.8G CLEAR PREFORMS ON PALLETS  42 BOXES STC: 12.8G CLEAR PREFORMS ON PALLETS 0.00 .,FLACON ET TUBE EN PLASTIQUE ET EN AUTRE MATIERE,MIAMI - FL,MIAMI - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,1020,44189,171S,VANQUISH,SEABOARD MARINE,SEA,SBD_12-24-2020_SYD-16-1-SMLU7850641,1,1,0,37750,44166,USA,2,USA,SMLU7850641,6398657A
01769,40HC,DRY,2,,,SUDATI - IBAITI FOR ACCOUNT OF ,LE FLAMENGO IMPORT & EXPORT S.A. ,LE FLAMENGO IMPORT & EXPORT S.A. ,120, PIECE,6 x 40' HC containing 120 bundles with Formply DUE: 20BR001541562-5 RUC: 0BR02314153200000000000000001018161 WOODEN PACKAGE: TREATED AND USD 0.00 IBI 33182 HAITI,"BOIS CONTRE-PLAQUES,PLAQUES,STRATIFIES SIMILAIRES",PARANAGUA,KINGSTON,LAFITO,BRAZIL,JAMAICA,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-110-1-APHU6584438,1,1,0,165583,44166,Brazil,2,Jamaica,APHU6584438,SSZ0856406
01759,40HC,DRY,2,,,WINNITEX LIMITED ,CARIBBEAN ISLAND APPAREL S.A ,M.B. CUSTOMS SERVICES ,,,65% POLYESTER 35% COTTON DYED NATURAL STRETCH TWILL WOVEN FABRIC CONTRACT NO.SC113782-04 CUST REF: PO# 3687131 HS CODE:5514 USD 0.00 N/M,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,SHANGHAI,KINGSTON,LAFITO,CHINA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,EAST ASIA,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-10-1-CMAU7331710,1,1,0,0,44166,China,0,Jamaica,CMAU7331710,CNCC238635
01749,40HC,DRY,2,,,ARCOSA INDUSTRIES DE MEXICO ,WINGAZ SA ,WINGAZ SA ,,,"8 LPG HORIZONTAL DOMESTIC TANKS 1000WGS 1 BOX OF DOMES,4 LPG HORIZONTAL DOMESTIC TANKS 2000WGS 1 BOX OF DOMES DESIGNED USD 0.00 N/M","RECIPIENT A GRANDE CONTENANCE, RESERVOIR",ALTAMIRA,KINGSTON,LAFITO,MEXICO,JAMAICA,HAITI,CENTRAL AMERICA,CARIBBEAN,CARIBBEAN,CENTRAL AMERICA,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-46-1-MAGU5131409,1,1,0,0,44166,Mexico,0,Jamaica,MAGU5131409,MXO0504471
01739,40HC,DRY,2,,,ETS HERSAND ,AARON SA ,AARON SA ,655, CARTON,ARTICLES DIVERS DE FRIPERIE QUALITE NO 3  USED CLOTHES ARTICLES QUALITY NO 3 USD 0.00 N/M,ARTICLE DE FRIPERIE,LE HAVRE,KINGSTON,LAFITO,FRANCE,JAMAICA,HAITI,EUROPE,CARIBBEAN,CARIBBEAN,WESTERN EUROPE,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-37-1-CMAU4480535,1,1,0,24165,44166,France,2,Jamaica,CMAU4480535,LHV2405376
01729,40HC,DRY,2,,,"NINGBO LAMER APPLIANCE CO.,LTD ",MSC TRADING SA ,MSC TRADING SA ,141, CARTON,CHEST FREEZER AND SPARE PARTS BOOKING MADE IN SEPTEMBER FREIGHT PREPAID USD 0.00 N/M,CONGELATEURS,NINGBO,KINGSTON,LAFITO,CHINA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,EAST ASIA,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-51-1-CMAU7002632,1,1,0,5964,44166,China,2,Jamaica,CMAU7002632,NBCA151527
01719,40HC,DRY,2,,,TRUPER SA DE CV ,"CLOXA IMPORT-EXPORT,SA ","CLOXA IMPORT-EXPORT,SA ",,,"CONTAINING HAND TOOLS IN GENERAL FOR EXAMPLE: CUT FILE HS 8203.10.99,CONTAINING HAND TOOLS IN GENERAL FOR EXAMPLE: LADDER HS 7326.90.99, USD 0.00 SEAL CMACGMG7489013","OUTIL DE TOUT TYPE, OUTIL INTERCHANGEABLE, COFFRE A OUTIL",VERACRUZ,KINGSTON,LAFITO,MEXICO,JAMAICA,HAITI,CENTRAL AMERICA,CARIBBEAN,CARIBBEAN,CENTRAL AMERICA,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-47-1-TCLU5671925,1,1,0,0,44166,Mexico,0,Jamaica,TCLU5671925,MXO0505098
01709,40HC,DRY,2,,,ZHEJIANG TRANSFAR INDUSTRY & ,LEBLANC IMPORT-EXPORT ,SAME AS CONSIGNEE ,,,DETERGENT POWDER FREIGHT PREPAID *TEL: 86-571-82839939 *FAX : 86-571-82607391 USD 0.00 N/M,"DESINFECTANTS, DETERGENT",NINGBO,KINGSTON,LAFITO,CHINA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,EAST ASIA,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-53-1-TCNU5814875,1,1,0,0,44166,China,0,Jamaica,TCNU5814875,NBFB611284
01699,40HC,DRY,2,,,SDMO INDUSTRIES ,VALERIO CANEZ S.A ,VALERIO CANEZ S.A ,12, CARTON,ELECTRICAL GENERATORS HS CODE: 850211 USD 0.00 AV170449 V.CANEZ,"GROUPE ELECTROGENE,CONVERTISSEUR ROTATIF",LE HAVRE,KINGSTON,LAFITO,FRANCE,JAMAICA,HAITI,EUROPE,CARIBBEAN,CARIBBEAN,WESTERN EUROPE,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-31-1-TCNU4457599,1,1,0,11640,44166,France,2,Jamaica,TCNU4457599,LHV2397326
01689,20GP,DRY,1,,,EUROMETAL SERVICE NV ,ACIERIE D'HAITI ,ACIERIE D'HAITI ,,,ELECTRO GALVANIZED BINDING WIRE EMS 16681 LAFITO FREIGHT PREPAID USD 0.00 N/M,"FILS , CABLES EN ACIER INOXYDABLE",TIANJIN XINGANG,KINGSTON,LAFITO,CHINA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,EAST ASIA,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-111-1-TRLU9373147,1,1,0,0,44166,China,0,Jamaica,TRLU9373147,TSCM078914
01679,40GP,DRY,2,,,ALLIANCE INTERNATIONAL SHIPPING LLC ,MERISTIN BRUNO ,SAME AS ABOVE ,1, SACHET,LOT OF PERSONAL EFFECT 0.00 SMLU7882417,EFFETS PERSONNELS,MIAMI - FL,MIAMI - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,1020,44189,171S,VANQUISH,SEABOARD MARINE,SEA,SBD_12-24-2020_SYD-36-1-SMLU7882417,1,1,0,20748,44166,USA,2,USA,SMLU7882417,6384600A
01669,40GP,DRY,2,,,ALLIANCE INTERNATIONAL SHIPPING LLC ,ESTELUS LOVE-LEE BYINA ,SAME AS ABOVE ,1, SACHET,LOT OF PERSONAL EFFECTS 0.00 SMLU7907243,EFFETS PERSONNELS,MIAMI - FL,MIAMI - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,1020,44189,171S,VANQUISH,SEABOARD MARINE,SEA,SBD_12-24-2020_SYD-20-1-SMLU7907243,1,1,0,5633,44166,USA,2,USA,SMLU7907243,6336286A
01659,40GP,DRY,2,,,ALLIANCE INTERNATIONAL SHIPPING LLC ,JEAN RICOT DORCINE ,SAME AS ABOVE ,1, SACHET,LOT OF PERSONAL EFFECTS 0.00 TCLU5669764,EFFETS PERSONNELS,MIAMI - FL,MIAMI - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,1020,44189,171S,VANQUISH,SEABOARD MARINE,SEA,SBD_12-24-2020_SYD-43-1-TCLU5669764,1,1,0,22453,44166,USA,2,USA,TCLU5669764,6391663A
01649,40HC,DRY,2,,,SALOV S.P.A. ,ASSOCIATED FOOD DISTRIBUTORS S.A. ,ASSOCIATED FOOD DISTRIBUTORS S.A. ,2355, CARTON,OLIVE OIL + EV OLIVE OIL HS CODE 15099000 + 15091020 + FREIGHT PREPAID USD 0.00 N/M,HUILE D'OLIVE,LIVORNO,KINGSTON,LAFITO,ITALY,JAMAICA,HAITI,EUROPE,CARIBBEAN,CARIBBEAN,SOUTHERN EUROPE,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-20-1-CMAU7193842,1,1,0,25641,44166,Italy,2,Jamaica,CMAU7193842,GEN1189782
01639,40GP,DRY,2,,,SUN IMPORT-EXPORT ,PEHACHEVE SA ,PEHACHEVE SA ,,,"PLTS WITH 120 DRUMS ETHYL ALCOHOL 190 PROOF USP UN1170, ETHYL ALCOHOL, CLASS 3, PG II, FLASHPOINT 17 C, 120 X 208 L (55 GALS) PLASTIC 0.00 .",ALCOOLS ACYCLIQUES ET LEURS DERIVES,MIAMI - FL,MIAMI - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,1020,44189,171S,VANQUISH,SEABOARD MARINE,SEA,SBD_12-24-2020_SYD-5-1-SMLU7953758,1,1,0,0,44166,USA,0,USA,SMLU7953758,6380640A
01629,20GP,DRY,1,,,USINA MONTE ALEGRE LTDA. ,TO ORDER ,HUILERIES HAITIENNES S.A. (HUHSA) ,,,"RAW SUGAR TOTAL NET WEIGHT: 375.000 MT TOTAL GROSS WEIGHT: 376.275 MT TOTAL NUMBER OF BAGS: 15,000 BAGS TOTAL NUMBER OF USD 0.00 N/M",SUCRES,SANTOS,KINGSTON,LAFITO,BRAZIL,JAMAICA,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-104-1-BMOU2156503,1,1,0,0,44166,Brazil,0,Jamaica,BMOU2156503,SSZ0852084
01619,20GP,DRY,1,,,USINA MONTE ALEGRE LTDA. ,TO ORDER ,HUILERIES HAITIENNES S.A. (HUHSA) ,,,"RAW SUGAR TOTAL NET WEIGHT: 375.000 MT TOTAL GROSS WEIGHT: 376.275 MT TOTAL NUMBER OF BAGS: 15,000 BAGS TOTAL NUMBER OF USD 0.00 N/M",SUCRES,SANTOS,KINGSTON,LAFITO,BRAZIL,JAMAICA,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-106-1-ECMU2150440,1,1,0,0,44166,Brazil,0,Jamaica,ECMU2150440,SSZ0853181
01609,20GP,DRY,1,,,USINA MONTE ALEGRE LTDA. ,TO ORDER ,HUILERIES HAITIENNES S.A. (HUHSA) ,,,"RAW SUGAR TOTAL NET WEIGHT: 375.000 MT TOTAL GROSS WEIGHT: 376.275 MT TOTAL NUMBER OF BAGS: 15,000 BAGS TOTAL NUMBER OF USD 0.00 N/M",SUCRES,SANTOS,KINGSTON,LAFITO,BRAZIL,JAMAICA,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-104-1-TRHU1379475,1,1,0,0,44166,Brazil,0,Jamaica,TRHU1379475,SSZ0852084
01599,20GP,DRY,1,,,MANUCHAR N.V. ,HUILERIES HAITIENNES S.A. ,HUILERIES HAITIENNES S.A. ,,,"SODIUM SULPHATE ANHIDROUS,SODIUM SULPHATE ANHIDROUS ----- 345.800 KG NET OF SODIUM SULPHATE ANHYDROUS OC 2169 13832 BAGS OF USD 0.00 N/M",SULFATE,BARCELONA,KINGSTON,LAFITO,SPAIN,JAMAICA,HAITI,EUROPE,CARIBBEAN,CARIBBEAN,SOUTHERN EUROPE,CARIBBEAN,CARIBBEAN,1020,44189,0ER1HN1MA,AS FEDERICA,CMA/CGM,SEA,CMA_12-24-2020_SYD-25-1-CMAU3086764,1,1,0,0,44166,Spain,0,Jamaica,CMAU3086764,IBC0656971
01589,20GP,DRY,1,,,"LARRY  ASSOCIATES, INC. ",PRESSES NATIONALE ,.NOT AVAILABLE. ,84, PIECE,"STC: 10 PCS TOOLS, HARDWARE STC: 39 PCS PRINTERS STC: 19 PCS SHEET FEEDER, SLITTER CUTTER, STITCHER, EQUIPMENT ACCESSORIES STC: 16 PCS USD 0.00 AS ADDRESSED \",DIVERSE MARCHANDISES,MIAMI - FL,MIAMI - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,CPS,44189,011S,BELEN,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_12-24-2020_SYD-48-1-AMLU2053312,1,1,0,33277,44166,USA,1,USA,AMLU2053312,1030131548
01579,40GP,DRY,2,,,HISPANIOLA EXPRESS ,IMPEX DISTRIBUTION ,.NOT AVAILABLE. ,,,STC: 1000 CS FOODSTUFF STC: 700 CS FOODSTUFF USD 0.00 AS ADDRESSED,PREPARATIONS ALIMENTAIRES DIVERSES,MIAMI - FL,MIAMI - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,CPS,44189,011S,BELEN,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_12-24-2020_SYD-56-1-FSCU6745474,1,1,0,0,44166,USA,0,USA,FSCU6745474,1030131565
01569,40GP,DRY,2,,,CHRISTIAN AID MINISTRIES ,MEBSH ,.NOT AVAILABLE. ,120, PIECE,"STC: 120 PKGS CHARITABLE RELIEF SUPPLIES INCLUDING HOSPITAL, CHURCH  SCHOOL SUPPLIES NOT FOR SALE USD 0.00 AS ADDRESSED",AIDES HUMANITAIRES DIVERSES,MIAMI - FL,MIAMI - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,CPS,44189,011S,BELEN,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_12-24-2020_SYD-11-1-DFSU7594438,1,1,0,20412,44166,USA,2,USA,DFSU7594438,1030131492
01559,40GP,DRY,2,,,EMEX INC. ,AGRITERRA S.A. ,.NOT AVAILABLE. ,22, PIECE,STC: 22 PCS AGRICULTURE WATER PIPES  SUPPLIES USD 0.00 AS ADDRESSED,"MATERIEL POUR ASSAINISSEMENT, IRRIGATION, CANALISATION D'EAU",MIAMI - FL,MIAMI - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,CPS,44189,011S,BELEN,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_12-24-2020_SYD-47-1-AMLU4050478,1,1,0,2812,44166,USA,2,USA,AMLU4050478,1030131547
